@relation weka-instances

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute class {1,2}

@data
133.814324,222.726316,104.642105,528.010526,24.596525,1
111.479167,251.75,116.916667,485.5,23.965687,1
125.166667,247.5,113.25,797,21.828522,1
129.425183,184.721154,81.221154,373.307692,19.061515,1
138.845411,186.230769,83.076923,390.307692,21.343901,1
131.049001,191.950249,85.338308,333.323383,31.302499,1
130.971532,168.085714,69.628571,207.504762,12.195624,1
112.65894,199.421053,90.421053,433.631579,34.698783,1
114.434124,214.873684,96.410526,699.778947,22.805661,1
140.255814,181.894737,75.315789,410.210526,16.079464,1
117.05625,201.3,88.8,492,15.665567,1
137.435801,212.746988,94.819277,523.060241,28.893285,1
117.44,194.537037,87.166667,448.962963,9.484537,1
132.752052,193.923913,88.820652,373.065217,24.262271,1
117.817742,235.358974,111.282051,873.25641,21.863061,1
133.754261,198.693182,86.147727,549.068182,29.508053,1
128.984668,208.594595,96.513514,715.324324,18.387398,1
105.859622,224.5,101.325,682.375,20.11826,1
133.519192,240.645161,112.83871,537.967742,27.561472,1
138.63388,221.565217,97.782609,436.434783,20.223982,1
116.948953,214.5625,127.75,390.208333,23.070506,2
120.046575,223.108696,107.304348,659.326087,20.2151,1
116.423591,203.917647,88.682353,531.447059,31.058053,1
139.564384,227.347826,103.369565,602.608696,33.837821,1
137.100932,162.170732,64.97561,159.243902,9.854987,1
125.297773,202.550595,92.738095,579.217262,34.301396,1
89.290909,192,86.571429,385.428571,16.96936,1
129.175299,204.5,98.75,166.5,7.688262,1
134.493535,223.551724,101.586207,529.310345,23.53387,1
131.642857,192.660377,80.792453,386.509434,19.536221,1
118.117347,205.702703,90.486486,524.72973,30.807634,1
118.169283,238.625,156.875,529.410714,19.648571,2
117.570048,249.923077,124.961539,650.634615,20.055056,1
128.094816,177.343811,74.850688,247.561886,15.877373,1
142.953947,237.894737,107.105263,811.31579,22.062616,1
113.258364,210.588235,90.852941,435.411765,33.884051,1
152.826923,219.615385,100.692308,411.076923,12.646304,1
99.5625,249.8,113.5,765.8,21.748793,1
130.622651,178.175573,76.137405,262.580153,16.406692,1
127.877551,222.864865,97.918919,652.297297,24.115318,1
121.697872,245.815126,136.462185,422.697479,14.484124,1
139.407609,228.086957,113.565217,471.608696,27.247587,1
112.703125,327.75,204.666667,265.666667,10.22626,1
108.239583,214.333333,99,662.666667,12.442088,1
117.6875,238.583333,115.041667,616.166667,21.658332,1
87.4375,212,96,538,16.132266,1
133.076659,194.509091,83.509091,394.163636,40.890477,1
131.350504,373.196429,242.892857,482.625,27.369612,1
119.357692,215.571429,128.367347,476.632653,14.331036,2
134.029501,198.192771,98.783133,430,40.8452,1
127.029581,180.714286,79.194805,171.935065,12.660559,1
134.727848,245.9,129,280.3,18.629278,1
130.482018,248.623932,127.076923,554.153846,41.116664,1
131.24812,209.72,143.64,410.16,15.312335,2
110.069264,264.103448,123.448276,719.448276,15.937377,1
114.369565,233,111,765,13.670731,1
129.736111,391.311111,340.377778,749.244444,31.356461,1
105.598802,218.285714,97.52381,611.190476,28.126536,1
136.441799,214.041667,115.25,579.416667,17.010413,1
126.127907,203.777778,89.518519,567.740741,20.903725,1
115.888379,208.243902,92.731707,531.439024,35.467474,1
115.828125,232.25,109.75,516.25,13.200379,1
129.850394,285.75,168,371.75,32.061464,1
137.485714,225.013333,105.44,501.613333,19.324136,1
120.850128,172.77027,70.047297,240.675676,13.778092,1
129.6553,186.942857,76.685714,287.2,13.273735,1
127.364351,247.666667,137.142857,436.742857,14.96683,1
123.720981,241.821691,114.488971,693.485294,19.790326,1
133.630952,185,73,267.5,9.594717,1
126.955199,249.733333,115.853333,728.8,37.174816,1
124.8223,292.967033,177.483517,313.67033,19.489029,1
115.222432,225.701493,106.567164,472.641791,13.5562,1
120.285489,190.675,84.8,347.375,33.179813,1
143.5625,258.181818,119.636364,897.727273,11.600085,1
133.28394,180.402778,75.013889,270.458333,14.020708,1
124.752417,201.461539,89.873626,494.395604,24.102812,1
106.215,572.68,571.96,796.84,82.963606,1
135.124336,251.966387,133.487395,441.067227,22.364968,1
134.868805,220.728682,103.465116,617.403101,24.575685,1
136.485952,202.030303,87.767677,366.868687,19.644675,1
116.603047,226.730769,103.320513,677.641026,20.671788,1
131.164773,206.681818,114.727273,483.045455,22.903544,2
141.615108,204.657143,91.285714,448.885714,24.37955,1
139.266802,210.83871,93.677419,548.580645,33.914964,1
125.564466,366.862745,262.901961,473.901961,35.742431,1
109.638889,206.555556,97.666667,463.555556,20.259429,1
127.652284,229.16,101.12,677.08,19.671136,1
131.429787,183.933333,81.4,230.466667,4.787019,1
132.973926,195.585366,113.658537,392.878049,22.422104,2
71.71875,346,217,376,31.5,1
136.73913,231.265306,111.489796,592.55102,29.565731,1
136.036467,230.884615,112.051282,544.525641,23.576975,1
141.215947,178.342105,78.421053,309.81579,18.322292,1
122.050544,246.382716,113.938272,851.407407,23.537638,1
113.138801,196.6,84.1,383.55,19.721245,1
137.830357,222,105,709,35.296412,1
119.486111,239.881356,118.135593,559.033898,34.662778,1
114.769321,235.481482,125.12963,459.537037,20.301702,1
130.531856,204.565217,84.956522,263.826087,18.424115,1
122.566861,206.372093,89.860465,494.976744,26.238639,1
127.479315,206.818182,93.590909,525.431818,18.794822,1
124.526731,188.027778,97.222222,356.291667,17.160912,1
112.280528,249.473684,127.157895,635.473684,14.224749,1
117.114583,235.5,109,663.75,19.035603,1
133.919304,174.3,81.4,213.3,9.72545,1
116.495954,258.360856,123.030581,811.911315,17.663286,1
132.1025,329.36,239.64,437.6,21.222629,1
120.776078,229.287293,107.469613,682.259669,36.641069,1
95.8125,230.625,97.75,564.5,15.825217,1
102.924419,226.363636,99.909091,622.818182,14.092962,1
125.845912,212.1,98.525,661.65,33.691208,1
116.696017,218.5,105.233333,427,28.421119,1
116.128827,450.653061,437.061225,783.510204,20.598156,1
141.109375,164.625,68,242.5,6.753471,2
125.911306,208.184615,94.646154,615.369231,17.962262,1
129.926391,218.942857,97.342857,640.4,29.926659,1
143.281369,178.88,78.8,361.7,13.435014,1
101.034682,190.090909,80.818182,319.363636,23.773031,1
132.582816,178.606557,75.42623,262.344262,16.20684,1
139.160714,221.571429,107.5,510.071429,20.428197,1
141.554688,252,115.75,696.25,21.987212,1
106.359375,198.833333,89.166667,609.333333,16.68499,1
123.424354,282.423077,190.192308,427.442308,19.821047,1
153.569444,196,83,421,13.491653,1
154.158683,291.809524,178.142857,374.476191,17.247038,1
129.131944,231.222222,104,552.555556,7.959775,1
110.563158,235.5,101.333333,774.333333,16.697472,1
121.203125,209.0625,92.75,594.25,31.926613,1
115.024039,226.423077,101.384615,709.615385,27.135099,1
142.706806,206,91.125,559.708333,17.775168,1
126.234197,239,106.704918,778.754098,20.083714,1
110.683575,246.730769,128.307692,500.961539,19.876989,1
137.953704,238.5,148.285714,391.928571,12.436164,1
137.566606,241.333333,111.492754,775.956522,29.763875,1
146.765306,243.684211,147.947368,252.473684,12.801489,1
125.101695,245.066667,116.933333,681.8,17.283775,1
132.063158,188.666667,97.2,262.8,12.130952,2
141.910714,232,100.428571,679.142857,39.178816,1
121.417947,232.448718,112.410256,496.730769,19.690188,1
107.653846,207.923077,89.769231,536.615385,19.711529,1
147.889474,254.166667,133.5,481,9.557937,1
117.368421,268.333333,129.5,950.666667,6.328946,1
140.923077,216.2,100.4,534.8,15.107614,1
142.165179,242.571429,148.285714,376.142857,25.478282,1
136.387387,212.428571,99.285714,652.714286,51.966237,1
132.204724,249.775,113.7,664.625,13.418178,1
120.523196,238.020408,111.142857,580.469388,20.447024,1
122.167568,223.466667,103.380952,641.842857,24.732273,1
108.992857,232.666667,109.222222,763.111111,16.18384,1
122.270383,246.289474,117.986842,768.302632,24.171579,1
132.470588,204.619469,91.336283,445,34.393625,1
97.854167,224.333333,93,658.583333,14.570709,1
134.935065,246,131.141304,556.76087,29.280347,1
129.494065,192.465116,82.44186,242.465116,13.947634,1
129.082105,219,155.566667,452.466667,13.442057,2
117.884524,206.433962,94.45283,452.754717,26.17651,1
120.90137,212.826087,100.608696,584.347826,33.808199,1
125.631746,230.082569,105.513762,667.082569,30.671622,1
126.793422,223.131148,98.114754,584.95082,33.939455,1
123.022727,215.818182,97.727273,418,33.884222,1
149.359375,213.5,100.166667,650.75,17.541023,1
114.885,216.76,132.72,567.72,29.518699,2
128.136213,215.421053,105.421053,401,13.736136,1
124.249084,201.246377,100,273.507246,14.33737,1
125.490628,255.31579,118.701754,814.719298,21.553644,1
135.895288,192.305556,90.694444,339.263889,17.432802,2
140.54375,225.95,101.9,724.3,19.578751,1
114.512195,229.277778,107.333333,743.166667,25.430855,1
93.554688,207.25,90.75,670,15.615997,1
131.863787,196.947368,82.842105,304.105263,14.03853,1
131.502774,198.681319,89.032967,262.725275,15.637034,1
100.36076,230.2,105.8,821.6,17.059015,1
137.643204,204.923077,111.076923,512.923077,21.09604,2
130.186255,212.555556,95.333333,523.206349,41.236232,1
127.524669,204.714286,95.161905,495.971429,26.334255,1
128.02037,256.676471,121.803922,676.411765,21.061553,1
104.265152,231.28,106.64,718.28,24.791805,1
119.428295,215.461539,98.569231,508.061539,19.52238,1
